sale_id,product_id,store_id,date,units_sold,is_promotion,promo_type,uk_event
1301,SAI-B005,SBY-LON-001,2024-10-13,13.48,0,None,Normal
1302,SAI-B005,SBY-LON-001,2024-10-14,10.88,0,None,Normal
1303,SAI-B005,SBY-LON-001,2024-10-15,10.25,0,None,Normal
1304,SAI-B005,SBY-LON-001,2024-10-16,11.11,0,None,Normal
1305,SAI-B005,SBY-LON-001,2024-10-17,13.19,0,None,Normal
1306,SAI-B005,SBY-LON-001,2024-10-18,12.06,0,None,Normal
1307,SAI-B005,SBY-LON-001,2024-10-19,13.0,0,None,Normal
1308,SAI-B005,SBY-LON-001,2024-10-20,13.06,0,None,Normal
1309,SAI-B005,SBY-LON-001,2024-10-21,6.22,0,None,Normal
1310,SAI-B005,SBY-LON-001,2024-10-22,8.66,0,None,Normal
1311,SAI-B005,SBY-LON-001,2024-10-23,6.59,0,None,Normal
1312,SAI-B005,SBY-LON-001,2024-10-24,10.17,0,None,Normal
1313,SAI-B005,SBY-LON-001,2024-10-25,11.88,0,None,Normal
1314,SAI-B005,SBY-LON-001,2024-10-26,18.83,0,None,Normal
1315,SAI-B005,SBY-LON-001,2024-10-27,15.1,0,None,Normal
1316,SAI-B005,SBY-LON-001,2024-10-28,7.85,0,None,Normal
1317,SAI-B005,SBY-LON-001,2024-10-29,9.5,0,None,Normal
1318,SAI-B005,SBY-LON-001,2024-10-30,10.69,0,None,Normal
1319,SAI-B005,SBY-LON-001,2024-10-31,13.99,0,None,Halloween
1320,SAI-B005,SBY-LON-001,2024-11-01,16.71,0,None,Halloween
1321,SAI-B005,SBY-LON-001,2024-11-02,15.75,0,None,Normal
1322,SAI-B005,SBY-LON-001,2024-11-03,13.28,0,None,Normal
1323,SAI-B005,SBY-LON-001,2024-11-04,7.68,0,None,Normal
1324,SAI-B005,SBY-LON-001,2024-11-05,13.57,0,None,Bonfire Night
1325,SAI-B005,SBY-LON-001,2024-11-06,11.54,0,None,Normal
1326,SAI-B005,SBY-LON-001,2024-11-07,12.95,0,None,Normal
1327,SAI-B005,SBY-LON-001,2024-11-08,11.51,0,None,Normal
1328,SAI-B005,SBY-LON-001,2024-11-09,11.4,0,None,Normal
1329,SAI-B005,SBY-LON-001,2024-11-10,11.19,0,None,Normal
1330,SAI-B005,SBY-LON-001,2024-11-11,9.94,0,None,Normal
1331,SAI-B005,SBY-LON-001,2024-11-12,11.99,0,None,Normal
1332,SAI-B005,SBY-LON-001,2024-11-13,12.23,0,None,Normal
1333,SAI-B005,SBY-LON-001,2024-11-14,11.06,0,None,Normal
1334,SAI-B005,SBY-LON-001,2024-11-15,10.76,0,None,Normal
1335,SAI-B005,SBY-LON-001,2024-11-16,14.12,0,None,Normal
1336,SAI-B005,SBY-LON-001,2024-11-17,9.56,0,None,Normal
1337,SAI-B005,SBY-LON-001,2024-11-18,8.91,0,None,Normal
1338,SAI-B005,SBY-LON-001,2024-11-19,14.13,0,None,Normal
1339,SAI-B005,SBY-LON-001,2024-11-20,7.43,0,None,Normal
1340,SAI-B005,SBY-LON-001,2024-11-21,9.6,0,None,Normal
1341,SAI-B005,SBY-LON-001,2024-11-22,10.96,0,None,Normal
1342,SAI-B005,SBY-LON-001,2024-11-23,11.05,0,None,Normal
1343,SAI-B005,SBY-LON-001,2024-11-24,10.65,0,None,Normal
1344,SAI-B005,SBY-LON-001,2024-11-25,7.42,0,None,Normal
1345,SAI-B005,SBY-LON-001,2024-11-26,8.97,0,None,Normal
1346,SAI-B005,SBY-LON-001,2024-11-27,10.52,0,None,Normal
1347,SAI-B005,SBY-LON-001,2024-11-28,10.17,0,None,Normal
1348,SAI-B005,SBY-LON-001,2024-11-29,19.79,0,None,Black Friday
1349,SAI-B005,SBY-LON-001,2024-11-30,16.22,0,None,Black Friday
1350,SAI-B005,SBY-LON-001,2024-12-01,22.43,0,None,Cyber Monday
1351,SAI-B005,SBY-LON-001,2024-12-02,9.37,0,None,Normal
1352,SAI-B005,SBY-LON-001,2024-12-03,12.81,0,None,Normal
1353,SAI-B005,SBY-LON-001,2024-12-04,11.76,0,None,Normal
1354,SAI-B005,SBY-LON-001,2024-12-05,12.1,0,None,Normal
1355,SAI-B005,SBY-LON-001,2024-12-06,13.6,0,None,Normal
1356,SAI-B005,SBY-LON-001,2024-12-07,14.12,0,None,Normal
1357,SAI-B005,SBY-LON-001,2024-12-08,15.17,0,None,Normal
1358,SAI-B005,SBY-LON-001,2024-12-09,9.96,0,None,Normal
1359,SAI-B005,SBY-LON-001,2024-12-10,14.82,0,None,Normal
1360,SAI-B005,SBY-LON-001,2024-12-11,12.91,0,None,Normal
1361,SAI-B005,SBY-LON-001,2024-12-12,13.52,0,None,Normal
1362,SAI-B005,SBY-LON-001,2024-12-13,11.1,0,None,Normal
1363,SAI-B005,SBY-LON-001,2024-12-14,21.68,0,None,Normal
1364,SAI-B005,SBY-LON-001,2024-12-15,16.54,0,None,Normal
1365,SAI-B005,SBY-LON-001,2024-12-16,15.65,0,None,Normal
1366,SAI-B005,SBY-LON-001,2024-12-17,13.66,0,None,Normal
1367,SAI-B005,SBY-LON-001,2024-12-18,15.2,0,None,Normal
1368,SAI-B005,SBY-LON-001,2024-12-19,15.71,0,None,Normal
1369,SAI-B005,SBY-LON-001,2024-12-20,28.13,0,None,Christmas Rush
1370,SAI-B005,SBY-LON-001,2024-12-21,35.9,0,None,Christmas Rush
1371,SAI-B005,SBY-LON-001,2024-12-22,51.02,0,None,Christmas Rush
1372,SAI-B005,SBY-LON-001,2024-12-23,32.45,0,None,Christmas Rush
1373,SAI-B005,SBY-LON-001,2024-12-24,111.02,0,None,Christmas Eve
1374,SAI-B005,SBY-LON-001,2024-12-25,29.69,0,None,Normal
1375,SAI-B005,SBY-LON-001,2024-12-26,25.58,0,None,Boxing Day
1376,SAI-B005,SBY-LON-001,2024-12-27,21.76,0,None,Post Christmas
1377,SAI-B005,SBY-LON-001,2024-12-28,20.58,0,None,Post Christmas
1378,SAI-B005,SBY-LON-001,2024-12-29,15.15,0,None,Post Christmas
1379,SAI-B005,SBY-LON-001,2024-12-30,12.95,0,None,Normal
1380,SAI-B005,SBY-LON-001,2024-12-31,14.84,0,None,Normal
1381,SAI-B006,SBY-LON-001,2024-10-01,15.76,0,None,Normal
1382,SAI-B006,SBY-LON-001,2024-10-02,27.36,0,None,Normal
1383,SAI-B006,SBY-LON-001,2024-10-03,27.32,0,None,Normal
1384,SAI-B006,SBY-LON-001,2024-10-04,33.28,0,None,Normal
1385,SAI-B006,SBY-LON-001,2024-10-05,40.82,0,None,Normal
1386,SAI-B006,SBY-LON-001,2024-10-06,45.2,0,None,Normal
1387,SAI-B006,SBY-LON-001,2024-10-07,24.81,0,None,Normal
1388,SAI-B006,SBY-LON-001,2024-10-08,21.36,0,None,Normal
1389,SAI-B006,SBY-LON-001,2024-10-09,34.08,0,None,Normal
1390,SAI-B006,SBY-LON-001,2024-10-10,32.02,0,None,Normal
1391,SAI-B006,SBY-LON-001,2024-10-11,34.74,0,None,Normal
1392,SAI-B006,SBY-LON-001,2024-10-12,32.31,0,None,Normal
1393,SAI-B006,SBY-LON-001,2024-10-13,29.44,0,None,Normal
1394,SAI-B006,SBY-LON-001,2024-10-14,19.88,0,None,Normal
1395,SAI-B006,SBY-LON-001,2024-10-15,30.82,0,None,Normal
1396,SAI-B006,SBY-LON-001,2024-10-16,26.76,0,None,Normal
1397,SAI-B006,SBY-LON-001,2024-10-17,20.43,0,None,Normal
1398,SAI-B006,SBY-LON-001,2024-10-18,38.58,0,None,Normal
1399,SAI-B006,SBY-LON-001,2024-10-19,27.88,0,None,Normal
1400,SAI-B006,SBY-LON-001,2024-10-20,28.49,0,None,Normal
1401,SAI-B006,SBY-LON-001,2024-10-21,27.72,0,None,Normal
1402,SAI-B006,SBY-LON-001,2024-10-22,27.79,0,None,Normal
1403,SAI-B006,SBY-LON-001,2024-10-23,28.35,0,None,Normal
1404,SAI-B006,SBY-LON-001,2024-10-24,27.5,0,None,Normal
1405,SAI-B006,SBY-LON-001,2024-10-25,29.83,0,None,Normal
1406,SAI-B006,SBY-LON-001,2024-10-26,33.3,0,None,Normal
1407,SAI-B006,SBY-LON-001,2024-10-27,28.19,0,None,Normal
1408,SAI-B006,SBY-LON-001,2024-10-28,19.06,0,None,Normal
1409,SAI-B006,SBY-LON-001,2024-10-29,26.46,0,None,Normal
1410,SAI-B006,SBY-LON-001,2024-10-30,24.28,0,None,Normal
1411,SAI-B006,SBY-LON-001,2024-10-31,21.83,0,None,Halloween
1412,SAI-B006,SBY-LON-001,2024-11-01,40.64,0,None,Halloween
1413,SAI-B006,SBY-LON-001,2024-11-02,41.46,0,None,Normal
1414,SAI-B006,SBY-LON-001,2024-11-03,28.08,0,None,Normal
1415,SAI-B006,SBY-LON-001,2024-11-04,21.64,0,None,Normal
1416,SAI-B006,SBY-LON-001,2024-11-05,55.34,1,Nectar Price,Bonfire Night
1417,SAI-B006,SBY-LON-001,2024-11-06,33.27,0,None,Normal
1418,SAI-B006,SBY-LON-001,2024-11-07,25.47,0,None,Normal
1419,SAI-B006,SBY-LON-001,2024-11-08,55.38,1,Nectar Price,Normal
1420,SAI-B006,SBY-LON-001,2024-11-09,38.67,0,None,Normal
1421,SAI-B006,SBY-LON-001,2024-11-10,34.25,0,None,Normal
1422,SAI-B006,SBY-LON-001,2024-11-11,36.59,0,None,Normal
1423,SAI-B006,SBY-LON-001,2024-11-12,28.8,0,None,Normal
1424,SAI-B006,SBY-LON-001,2024-11-13,20.85,0,None,Normal
1425,SAI-B006,SBY-LON-001,2024-11-14,35.78,0,None,Normal
1426,SAI-B006,SBY-LON-001,2024-11-15,29.62,0,None,Normal
1427,SAI-B006,SBY-LON-001,2024-11-16,37.01,0,None,Normal
1428,SAI-B006,SBY-LON-001,2024-11-17,40.72,0,None,Normal
1429,SAI-B006,SBY-LON-001,2024-11-18,26.48,0,None,Normal
1430,SAI-B006,SBY-LON-001,2024-11-19,33.06,0,None,Normal
1431,SAI-B006,SBY-LON-001,2024-11-20,24.99,0,None,Normal
1432,SAI-B006,SBY-LON-001,2024-11-21,35.33,1,Nectar Price,Normal
1433,SAI-B006,SBY-LON-001,2024-11-22,28.72,0,None,Normal
1434,SAI-B006,SBY-LON-001,2024-11-23,27.29,0,None,Normal
1435,SAI-B006,SBY-LON-001,2024-11-24,32.47,0,None,Normal
1436,SAI-B006,SBY-LON-001,2024-11-25,23.86,0,None,Normal
1437,SAI-B006,SBY-LON-001,2024-11-26,46.35,1,Nectar Price,Normal
1438,SAI-B006,SBY-LON-001,2024-11-27,33.2,0,None,Normal
1439,SAI-B006,SBY-LON-001,2024-11-28,28.03,0,None,Normal
1440,SAI-B006,SBY-LON-001,2024-11-29,94.64,1,Nectar Price,Black Friday
1441,SAI-B006,SBY-LON-001,2024-11-30,54.53,0,None,Black Friday
1442,SAI-B006,SBY-LON-001,2024-12-01,71.14,0,None,Cyber Monday
1443,SAI-B006,SBY-LON-001,2024-12-02,28.17,0,None,Normal
1444,SAI-B006,SBY-LON-001,2024-12-03,29.07,0,None,Normal
1445,SAI-B006,SBY-LON-001,2024-12-04,62.26,1,Nectar Price,Normal
1446,SAI-B006,SBY-LON-001,2024-12-05,29.64,0,None,Normal
1447,SAI-B006,SBY-LON-001,2024-12-06,35.71,0,None,Normal
1448,SAI-B006,SBY-LON-001,2024-12-07,42.85,0,None,Normal
1449,SAI-B006,SBY-LON-001,2024-12-08,35.87,0,None,Normal
1450,SAI-B006,SBY-LON-001,2024-12-09,30.48,0,None,Normal
1451,SAI-B006,SBY-LON-001,2024-12-10,27.02,0,None,Normal
1452,SAI-B006,SBY-LON-001,2024-12-11,32.66,0,None,Normal
1453,SAI-B006,SBY-LON-001,2024-12-12,51.99,0,None,Normal
1454,SAI-B006,SBY-LON-001,2024-12-13,45.32,0,None,Normal
1455,SAI-B006,SBY-LON-001,2024-12-14,54.68,0,None,Normal
1456,SAI-B006,SBY-LON-001,2024-12-15,57.26,0,None,Normal
1457,SAI-B006,SBY-LON-001,2024-12-16,31.81,0,None,Normal
1458,SAI-B006,SBY-LON-001,2024-12-17,38.45,0,None,Normal
1459,SAI-B006,SBY-LON-001,2024-12-18,46.51,0,None,Normal
1460,SAI-B006,SBY-LON-001,2024-12-19,49.06,0,None,Normal
1461,SAI-B006,SBY-LON-001,2024-12-20,73.74,0,None,Christmas Rush
1462,SAI-B006,SBY-LON-001,2024-12-21,110.18,0,None,Christmas Rush
1463,SAI-B006,SBY-LON-001,2024-12-22,106.49,0,None,Christmas Rush
1464,SAI-B006,SBY-LON-001,2024-12-23,75.27,0,None,Christmas Rush
1465,SAI-B006,SBY-LON-001,2024-12-24,248.92,0,None,Christmas Eve
1466,SAI-B006,SBY-LON-001,2024-12-25,87.87,0,None,Normal
1467,SAI-B006,SBY-LON-001,2024-12-26,93.78,0,None,Boxing Day
1468,SAI-B006,SBY-LON-001,2024-12-27,57.66,0,None,Post Christmas
1469,SAI-B006,SBY-LON-001,2024-12-28,62.79,0,None,Post Christmas
1470,SAI-B006,SBY-LON-001,2024-12-29,58.78,0,None,Post Christmas
1471,SAI-B006,SBY-LON-001,2024-12-30,39.6,0,None,Normal
1472,SAI-B006,SBY-LON-001,2024-12-31,30.58,0,None,Normal
1473,SAI-B007,SBY-LON-001,2024-10-01,30.13,0,None,Normal
1474,SAI-B007,SBY-LON-001,2024-10-02,28.41,0,None,Normal
1475,SAI-B007,SBY-LON-001,2024-10-03,40.12,1,Nectar Price,Normal
1476,SAI-B007,SBY-LON-001,2024-10-04,50.24,0,None,Normal
1477,SAI-B007,SBY-LON-001,2024-10-05,43.46,0,None,Normal
1478,SAI-B007,SBY-LON-001,2024-10-06,43.15,0,None,Normal
1479,SAI-B007,SBY-LON-001,2024-10-07,29.44,0,None,Normal
1480,SAI-B007,SBY-LON-001,2024-10-08,41.85,0,None,Normal
1481,SAI-B007,SBY-LON-001,2024-10-09,31.91,0,None,Normal
1482,SAI-B007,SBY-LON-001,2024-10-10,23.95,0,None,Normal
1483,SAI-B007,SBY-LON-001,2024-10-11,41.4,0,None,Normal
1484,SAI-B007,SBY-LON-001,2024-10-12,55.59,0,None,Normal
1485,SAI-B007,SBY-LON-001,2024-10-13,41.75,0,None,Normal
1486,SAI-B007,SBY-LON-001,2024-10-14,33.48,0,None,Normal
1487,SAI-B007,SBY-LON-001,2024-10-15,35.9,0,None,Normal
1488,SAI-B007,SBY-LON-001,2024-10-16,22.44,0,None,Normal
1489,SAI-B007,SBY-LON-001,2024-10-17,33.58,0,None,Normal
1490,SAI-B007,SBY-LON-001,2024-10-18,38.13,0,None,Normal
1491,SAI-B007,SBY-LON-001,2024-10-19,58.13,0,None,Normal
1492,SAI-B007,SBY-LON-001,2024-10-20,23.65,0,None,Normal
1493,SAI-B007,SBY-LON-001,2024-10-21,59.33,1,Nectar Price,Normal
1494,SAI-B007,SBY-LON-001,2024-10-22,31.75,0,None,Normal
1495,SAI-B007,SBY-LON-001,2024-10-23,55.25,1,Nectar Price,Normal
1496,SAI-B007,SBY-LON-001,2024-10-24,15.37,0,None,Normal
1497,SAI-B007,SBY-LON-001,2024-10-25,32.25,1,Nectar Price,Normal
1498,SAI-B007,SBY-LON-001,2024-10-26,62.67,1,Nectar Price,Normal
1499,SAI-B007,SBY-LON-001,2024-10-27,34.26,0,None,Normal
1500,SAI-B007,SBY-LON-001,2024-10-28,37.4,0,None,Normal
1501,SAI-B007,SBY-LON-001,2024-10-29,25.67,0,None,Normal
1502,SAI-B007,SBY-LON-001,2024-10-30,32.57,0,None,Normal
1503,SAI-B007,SBY-LON-001,2024-10-31,47.27,0,None,Halloween
1504,SAI-B007,SBY-LON-001,2024-11-01,37.59,0,None,Halloween
1505,SAI-B007,SBY-LON-001,2024-11-02,32.57,0,None,Normal
1506,SAI-B007,SBY-LON-001,2024-11-03,49.08,0,None,Normal
1507,SAI-B007,SBY-LON-001,2024-11-04,33.01,0,None,Normal
1508,SAI-B007,SBY-LON-001,2024-11-05,35.02,0,None,Bonfire Night
1509,SAI-B007,SBY-LON-001,2024-11-06,38.48,0,None,Normal
1510,SAI-B007,SBY-LON-001,2024-11-07,31.69,0,None,Normal
1511,SAI-B007,SBY-LON-001,2024-11-08,46.69,0,None,Normal
1512,SAI-B007,SBY-LON-001,2024-11-09,44.65,0,None,Normal
1513,SAI-B007,SBY-LON-001,2024-11-10,48.97,0,None,Normal
1514,SAI-B007,SBY-LON-001,2024-11-11,27.58,0,None,Normal
1515,SAI-B007,SBY-LON-001,2024-11-12,39.45,0,None,Normal
1516,SAI-B007,SBY-LON-001,2024-11-13,31.6,0,None,Normal
1517,SAI-B007,SBY-LON-001,2024-11-14,37.06,0,None,Normal
1518,SAI-B007,SBY-LON-001,2024-11-15,39.79,0,None,Normal
1519,SAI-B007,SBY-LON-001,2024-11-16,44.55,0,None,Normal
1520,SAI-B007,SBY-LON-001,2024-11-17,54.84,0,None,Normal
1521,SAI-B007,SBY-LON-001,2024-11-18,27.67,0,None,Normal
1522,SAI-B007,SBY-LON-001,2024-11-19,34.81,0,None,Normal
1523,SAI-B007,SBY-LON-001,2024-11-20,30.75,0,None,Normal
1524,SAI-B007,SBY-LON-001,2024-11-21,70.01,1,Nectar Price,Normal
1525,SAI-B007,SBY-LON-001,2024-11-22,52.99,0,None,Normal
1526,SAI-B007,SBY-LON-001,2024-11-23,43.57,0,None,Normal
1527,SAI-B007,SBY-LON-001,2024-11-24,56.44,0,None,Normal
1528,SAI-B007,SBY-LON-001,2024-11-25,25.76,0,None,Normal
1529,SAI-B007,SBY-LON-001,2024-11-26,27.03,0,None,Normal
1530,SAI-B007,SBY-LON-001,2024-11-27,34.36,0,None,Normal
1531,SAI-B007,SBY-LON-001,2024-11-28,36.88,0,None,Normal
1532,SAI-B007,SBY-LON-001,2024-11-29,125.13,1,Nectar Price,Black Friday
1533,SAI-B007,SBY-LON-001,2024-11-30,59.14,0,None,Black Friday
1534,SAI-B007,SBY-LON-001,2024-12-01,66.9,0,None,Cyber Monday
1535,SAI-B007,SBY-LON-001,2024-12-02,57.01,0,None,Normal
1536,SAI-B007,SBY-LON-001,2024-12-03,47.94,0,None,Normal
1537,SAI-B007,SBY-LON-001,2024-12-04,48.35,0,None,Normal
1538,SAI-B007,SBY-LON-001,2024-12-05,36.81,0,None,Normal
1539,SAI-B007,SBY-LON-001,2024-12-06,38.1,0,None,Normal
1540,SAI-B007,SBY-LON-001,2024-12-07,43.27,0,None,Normal
1541,SAI-B007,SBY-LON-001,2024-12-08,50.51,0,None,Normal
1542,SAI-B007,SBY-LON-001,2024-12-09,39.45,0,None,Normal
1543,SAI-B007,SBY-LON-001,2024-12-10,42.94,0,None,Normal
1544,SAI-B007,SBY-LON-001,2024-12-11,43.74,0,None,Normal
1545,SAI-B007,SBY-LON-001,2024-12-12,49.76,0,None,Normal
1546,SAI-B007,SBY-LON-001,2024-12-13,74.99,0,None,Normal
1547,SAI-B007,SBY-LON-001,2024-12-14,66.15,0,None,Normal
1548,SAI-B007,SBY-LON-001,2024-12-15,80.18,1,Nectar Price,Normal
1549,SAI-B007,SBY-LON-001,2024-12-16,58.21,0,None,Normal
1550,SAI-B007,SBY-LON-001,2024-12-17,43.9,0,None,Normal
1551,SAI-B007,SBY-LON-001,2024-12-18,68.17,0,None,Normal
1552,SAI-B007,SBY-LON-001,2024-12-19,52.33,0,None,Normal
1553,SAI-B007,SBY-LON-001,2024-12-20,96.63,0,None,Christmas Rush
1554,SAI-B007,SBY-LON-001,2024-12-21,110.79,0,None,Christmas Rush
1555,SAI-B007,SBY-LON-001,2024-12-22,133.83,0,None,Christmas Rush
1556,SAI-B007,SBY-LON-001,2024-12-23,151.32,0,None,Christmas Rush
1557,SAI-B007,SBY-LON-001,2024-12-24,259.44,0,None,Christmas Eve
1558,SAI-B007,SBY-LON-001,2024-12-25,105.89,0,None,Normal
1559,SAI-B007,SBY-LON-001,2024-12-26,87.38,0,None,Boxing Day
1560,SAI-B007,SBY-LON-001,2024-12-27,92.43,0,None,Post Christmas
1561,SAI-B007,SBY-LON-001,2024-12-28,118.03,0,None,Post Christmas
1562,SAI-B007,SBY-LON-001,2024-12-29,76.35,0,None,Post Christmas
1563,SAI-B007,SBY-LON-001,2024-12-30,34.74,0,None,Normal
1564,SAI-B007,SBY-LON-001,2024-12-31,36.27,0,None,Normal
1565,SAI-M001,SBY-LON-001,2024-10-01,39.88,0,None,Normal
1566,SAI-M001,SBY-LON-001,2024-10-02,56.02,0,None,Normal
1567,SAI-M001,SBY-LON-001,2024-10-03,30.39,0,None,Normal
1568,SAI-M001,SBY-LON-001,2024-10-04,57.42,0,None,Normal
1569,SAI-M001,SBY-LON-001,2024-10-05,47.29,0,None,Normal
1570,SAI-M001,SBY-LON-001,2024-10-06,52.72,0,None,Normal
1571,SAI-M001,SBY-LON-001,2024-10-07,48.29,0,None,Normal
1572,SAI-M001,SBY-LON-001,2024-10-08,57.15,0,None,Normal
1573,SAI-M001,SBY-LON-001,2024-10-09,43.89,0,None,Normal
1574,SAI-M001,SBY-LON-001,2024-10-10,41.97,0,None,Normal
1575,SAI-M001,SBY-LON-001,2024-10-11,51.05,0,None,Normal
1576,SAI-M001,SBY-LON-001,2024-10-12,63.24,0,None,Normal
1577,SAI-M001,SBY-LON-001,2024-10-13,65.4,0,None,Normal
1578,SAI-M001,SBY-LON-001,2024-10-14,32.56,0,None,Normal
1579,SAI-M001,SBY-LON-001,2024-10-15,48.85,0,None,Normal
1580,SAI-M001,SBY-LON-001,2024-10-16,61.76,0,None,Normal
1581,SAI-M001,SBY-LON-001,2024-10-17,39.53,0,None,Normal
1582,SAI-M001,SBY-LON-001,2024-10-18,44.61,0,None,Normal
1583,SAI-M001,SBY-LON-001,2024-10-19,69.68,0,None,Normal
1584,SAI-M001,SBY-LON-001,2024-10-20,62.47,0,None,Normal
1585,SAI-M001,SBY-LON-001,2024-10-21,56.12,1,Nectar Price,Normal
1586,SAI-M001,SBY-LON-001,2024-10-22,47.75,0,None,Normal
1587,SAI-M001,SBY-LON-001,2024-10-23,41.7,0,None,Normal
1588,SAI-M001,SBY-LON-001,2024-10-24,54.17,0,None,Normal
1589,SAI-M001,SBY-LON-001,2024-10-25,54.04,0,None,Normal
1590,SAI-M001,SBY-LON-001,2024-10-26,70.1,0,None,Normal
1591,SAI-M001,SBY-LON-001,2024-10-27,64.89,0,None,Normal
1592,SAI-M001,SBY-LON-001,2024-10-28,51.37,0,None,Normal
1593,SAI-M001,SBY-LON-001,2024-10-29,52.98,0,None,Normal
1594,SAI-M001,SBY-LON-001,2024-10-30,29.72,0,None,Normal
1595,SAI-M001,SBY-LON-001,2024-10-31,75.47,0,None,Halloween
1596,SAI-M001,SBY-LON-001,2024-11-01,89.12,0,None,Halloween
1597,SAI-M001,SBY-LON-001,2024-11-02,103.28,0,None,Normal
1598,SAI-M001,SBY-LON-001,2024-11-03,67.8,0,None,Normal
1599,SAI-M001,SBY-LON-001,2024-11-04,62.19,0,None,Normal
1600,SAI-M001,SBY-LON-001,2024-11-05,52.13,1,Nectar Price,Bonfire Night
1601,SAI-M001,SBY-LON-001,2024-11-06,61.04,0,None,Normal
1602,SAI-M001,SBY-LON-001,2024-11-07,40.22,0,None,Normal
1603,SAI-M001,SBY-LON-001,2024-11-08,73.49,0,None,Normal
1604,SAI-M001,SBY-LON-001,2024-11-09,68.57,0,None,Normal
1605,SAI-M001,SBY-LON-001,2024-11-10,79.93,0,None,Normal
1606,SAI-M001,SBY-LON-001,2024-11-11,48.12,0,None,Normal
1607,SAI-M001,SBY-LON-001,2024-11-12,45.28,0,None,Normal
1608,SAI-M001,SBY-LON-001,2024-11-13,76.77,0,None,Normal
1609,SAI-M001,SBY-LON-001,2024-11-14,48.28,0,None,Normal
1610,SAI-M001,SBY-LON-001,2024-11-15,38.26,0,None,Normal
1611,SAI-M001,SBY-LON-001,2024-11-16,67.27,0,None,Normal
1612,SAI-M001,SBY-LON-001,2024-11-17,64.77,0,None,Normal
1613,SAI-M001,SBY-LON-001,2024-11-18,69.58,1,Nectar Price,Normal
1614,SAI-M001,SBY-LON-001,2024-11-19,37.99,0,None,Normal
1615,SAI-M001,SBY-LON-001,2024-11-20,53.11,0,None,Normal
1616,SAI-M001,SBY-LON-001,2024-11-21,46.31,0,None,Normal
1617,SAI-M001,SBY-LON-001,2024-11-22,103.02,1,Nectar Price,Normal
1618,SAI-M001,SBY-LON-001,2024-11-23,58.47,0,None,Normal
1619,SAI-M001,SBY-LON-001,2024-11-24,84.84,0,None,Normal
1620,SAI-M001,SBY-LON-001,2024-11-25,44.51,0,None,Normal
1621,SAI-M001,SBY-LON-001,2024-11-26,60.09,0,None,Normal
1622,SAI-M001,SBY-LON-001,2024-11-27,59.36,0,None,Normal
1623,SAI-M001,SBY-LON-001,2024-11-28,55.5,0,None,Normal
1624,SAI-M001,SBY-LON-001,2024-11-29,93.92,0,None,Black Friday
1625,SAI-M001,SBY-LON-001,2024-11-30,73.08,0,None,Black Friday
1626,SAI-M001,SBY-LON-001,2024-12-01,123.22,0,None,Cyber Monday
1627,SAI-M001,SBY-LON-001,2024-12-02,79.86,0,None,Normal
1628,SAI-M001,SBY-LON-001,2024-12-03,84.31,0,None,Normal
1629,SAI-M001,SBY-LON-001,2024-12-04,87.37,0,None,Normal
1630,SAI-M001,SBY-LON-001,2024-12-05,75.94,0,None,Normal
1631,SAI-M001,SBY-LON-001,2024-12-06,75.22,0,None,Normal
1632,SAI-M001,SBY-LON-001,2024-12-07,97.29,0,None,Normal
1633,SAI-M001,SBY-LON-001,2024-12-08,122.3,0,None,Normal
1634,SAI-M001,SBY-LON-001,2024-12-09,137.33,1,Nectar Price,Normal
1635,SAI-M001,SBY-LON-001,2024-12-10,79.92,0,None,Normal
1636,SAI-M001,SBY-LON-001,2024-12-11,108.27,0,None,Normal
1637,SAI-M001,SBY-LON-001,2024-12-12,85.66,0,None,Normal
1638,SAI-M001,SBY-LON-001,2024-12-13,136.0,0,None,Normal
1639,SAI-M001,SBY-LON-001,2024-12-14,137.64,0,None,Normal
1640,SAI-M001,SBY-LON-001,2024-12-15,126.85,0,None,Normal
1641,SAI-M001,SBY-LON-001,2024-12-16,74.94,0,None,Normal
1642,SAI-M001,SBY-LON-001,2024-12-17,71.94,0,None,Normal
1643,SAI-M001,SBY-LON-001,2024-12-18,84.49,0,None,Normal
1644,SAI-M001,SBY-LON-001,2024-12-19,86.89,0,None,Normal
1645,SAI-M001,SBY-LON-001,2024-12-20,124.85,0,None,Christmas Rush
1646,SAI-M001,SBY-LON-001,2024-12-21,216.08,0,None,Christmas Rush
1647,SAI-M001,SBY-LON-001,2024-12-22,184.81,0,None,Christmas Rush
1648,SAI-M001,SBY-LON-001,2024-12-23,170.91,0,None,Christmas Rush
1649,SAI-M001,SBY-LON-001,2024-12-24,482.43,0,None,Christmas Eve
1650,SAI-M001,SBY-LON-001,2024-12-25,197.33,0,None,Normal
1651,SAI-M001,SBY-LON-001,2024-12-26,142.5,0,None,Boxing Day
1652,SAI-M001,SBY-LON-001,2024-12-27,168.26,0,None,Post Christmas
1653,SAI-M001,SBY-LON-001,2024-12-28,160.54,0,None,Post Christmas
1654,SAI-M001,SBY-LON-001,2024-12-29,174.18,0,None,Post Christmas
1655,SAI-M001,SBY-LON-001,2024-12-30,59.7,0,None,Normal
1656,SAI-M001,SBY-LON-001,2024-12-31,94.87,0,None,Normal
1657,SAI-M002,SBY-LON-001,2024-10-01,4.37,0,None,Normal
1658,SAI-M002,SBY-LON-001,2024-10-02,6.09,0,None,Normal
1659,SAI-M002,SBY-LON-001,2024-10-03,5.69,0,None,Normal
1660,SAI-M002,SBY-LON-001,2024-10-04,9.17,0,None,Normal
